Date,Close
2020-03-25,100.73
2020-03-26,105.36
2020-03-27,96.4
2020-03-30,99.8
2020-03-31,96.6
2020-04-01,94.92
2020-04-02,96.97
2020-04-03,93.88
2020-04-06,99.58
2020-04-07,101.24
2020-04-08,101.07
2020-04-09,104.5
2020-04-13,103.5
2020-04-14,106.03
2020-04-15,103.37
2020-04-16,102.02
2020-04-17,106.63
2020-04-20,102.26
2020-04-21,100.54
2020-04-22,100.99
2020-04-23,101
2020-04-24,101.19
2020-04-27,106.06
2020-04-28,106.21
2020-04-29,112.25
2020-04-30,108.15
2020-05-01,105.5
2020-05-04,103.18
2020-05-05,101.06
2020-05-06,100.88
2020-05-07,105.57
2020-05-08,109.16
2020-05-11,107.77
2020-05-12,104.56
2020-05-13,102.92
2020-05-14,105.91
2020-05-15,109.05
2020-05-18,116.85
2020-05-19,114.37
2020-05-20,119.92
2020-05-21,117.83
2020-05-22,118.02
2020-05-26,120.95
2020-05-27,121.53
2020-05-28,116.75
2020-05-29,117.3
2020-06-01,118.77
2020-06-02,118.75
2020-06-03,122.18
2020-06-04,123.69
2020-06-05,124.82
2020-06-08,127.28
2020-06-09,123.89
2020-06-10,122.18
2020-06-11,112.64
2020-06-12,115.49
2020-06-15,117.08
2020-06-16,118.44
2020-06-17,117.65
2020-06-18,118.37
2020-06-19,114.35
2020-06-22,115.92
2020-06-23,116.59
2020-06-24,112.07
2020-06-25,111.36
2020-06-26,109.1
2020-06-29,111.52
2020-06-30,111.51
2020-07-01,113.01
2020-07-02,112.18
2020-07-06,114.43
2020-07-07,113.63
2020-07-08,116.66
2020-07-09,116.81
2020-07-10,119.34
2020-07-13,116.22
2020-07-14,118.66
2020-07-15,120.9
2020-07-16,119.43
2020-07-17,118.65
2020-07-20,117.79
2020-07-21,118.62
2020-07-22,119.03
2020-07-23,118.12
2020-07-24,117.61
2020-07-27,116.31
2020-07-28,116.18
2020-07-29,115.61
2020-07-30,115.66
2020-07-31,116.94
2020-08-03,116.35
2020-08-04,117.29
2020-08-05,127.61
2020-08-06,130.82
2020-08-07,129.93
2020-08-10,128.79
2020-08-11,130.49
2020-08-12,131.79
2020-08-13,130.96
2020-08-14,130.53
2020-08-17,129.37
2020-08-18,128.92
2020-08-19,127.77
2020-08-20,128.12
2020-08-21,127.44
2020-08-24,130.69
2020-08-25,129.79
2020-08-26,132.18
2020-08-27,133.73
2020-08-28,135.54
2020-08-31,131.87
2020-09-01,133.55
2020-09-02,135.39
2020-09-03,133.24
2020-09-04,131.99
2020-09-08,134.2
2020-09-09,133.36
2020-09-10,133.22
2020-09-11,131.75
2020-09-14,131.25
2020-09-15,131.24
2020-09-16,132.09
2020-09-17,130.22
2020-09-18,128.63
2020-09-21,125.41
2020-09-22,127.21
2020-09-23,123.28
2020-09-24,122.49
2020-09-25,124
2020-09-28,125.99
2020-09-29,125.4
2020-09-30,124.08
2020-10-01,123.31
2020-10-02,122.55
2020-10-05,123.37
2020-10-06,120.93
2020-10-07,122.91
2020-10-08,123.09
2020-10-09,124.98
2020-10-12,124.97
2020-10-13,128.96
2020-10-14,126.59
2020-10-15,127.36
2020-10-16,126.81
2020-10-19,124.23
2020-10-20,124.95
2020-10-21,126.63
2020-10-22,127.56
2020-10-23,128.35
2020-10-26,124.06
2020-10-27,123.31
2020-10-28,118.47
2020-10-29,121.54
2020-10-30,121.25
2020-11-02,120.13
2020-11-03,124.02
2020-11-04,125.07
2020-11-05,126.96
2020-11-06,127.46
2020-11-09,142.59
2020-11-10,142.11
2020-11-11,137.82
2020-11-12,135.52
2020-11-13,138.36
2020-11-16,144.67
2020-11-17,144.5
2020-11-18,143.9
2020-11-19,141.72
2020-11-20,141.07
2020-11-23,145.98
2020-11-24,151.49
2020-11-25,149.09
2020-11-27,147.13
2020-11-30,148.01
2020-12-01,149.44
2020-12-02,153.61
2020-12-03,153.24
2020-12-04,154.14
2020-12-07,153.68
2020-12-08,153.72
2020-12-09,154.43
2020-12-10,154.69
2020-12-11,175.72
2020-12-14,169.3
2020-12-15,173.94
2020-12-16,173.12
2020-12-17,173.55
2020-12-18,172.89
2020-12-21,170.69
2020-12-22,170.45
2020-12-23,173.55
2020-12-24,173.73
2020-12-28,178.86
2020-12-29,177.3
2020-12-30,181.17
2020-12-31,181.18
2021-01-04,177.68
2021-01-05,178.44
2021-01-06,179.12
2021-01-07,178.58
2021-01-08,178.69
2021-01-11,179.09
2021-01-12,175.99
2021-01-13,176.12
2021-01-14,173.43
2021-01-15,171.44
2021-01-19,172.26
2021-01-20,173.64
2021-01-21,171.28
2021-01-22,172.78
2021-01-25,171.89
2021-01-26,169.56
2021-01-27,163.03
2021-01-28,171.88
2021-01-29,168.17
2021-02-01,170.97
2021-02-02,176.96
2021-02-03,176.43
2021-02-04,180.23
2021-02-05,181.16
2021-02-08,190
2021-02-09,188.21
2021-02-10,189.63
2021-02-11,190.91
2021-02-12,187.67
2021-02-16,186.35
2021-02-17,186.44
2021-02-18,183
2021-02-19,183.65
2021-02-22,191.76
2021-02-23,197.09
2021-02-24,197.51
2021-02-25,190.98
2021-02-26,189.04
2021-03-01,194.98
2021-03-02,193.94
2021-03-03,192.26
2021-03-04,188.03
2021-03-05,189.99
2021-03-08,201.91
2021-03-09,194.51
2021-03-10,195.06
2021-03-11,196.75
2021-03-12,197.16
2021-03-15,196.76
2021-03-16,194.24
2021-03-17,195.24
2021-03-18,192.28
2021-03-19,191.14
2021-03-22,192.86
2021-03-23,188.73
2021-03-24,184.72
2021-03-25,186.91
2021-03-26,185.92
2021-03-29,184.85
2021-03-30,185.53
2021-03-31,184.52
2021-04-01,188.97
2021-04-05,188.5
2021-04-06,189.73
2021-04-07,187.56
2021-04-08,187.32
2021-04-09,187.89
2021-04-12,186.49
2021-04-13,185.49
2021-04-14,187.46
2021-04-15,185.93
2021-04-16,187.26
2021-04-19,187.43
2021-04-20,182.79
2021-04-21,183.11
2021-04-22,182.76
2021-04-23,183.02
2021-04-26,184.27
2021-04-27,184.64
2021-04-28,183.39
2021-04-29,185.33
2021-04-30,186.02
2021-05-03,185.51
2021-05-04,184.25
2021-05-05,181.51
2021-05-06,181.79
2021-05-07,184.84
2021-05-10,184.3
2021-05-11,181.67
2021-05-12,177.85
2021-05-13,178.34
2021-05-14,173.7
2021-05-17,170.08
2021-05-18,169.68
2021-05-19,169.27
2021-05-20,171.36
2021-05-21,172.4
2021-05-24,174.31
2021-05-25,176.17
2021-05-26,176.47
2021-05-27,179.04
2021-05-28,178.65
2021-06-01,178.84
2021-06-02,177
2021-06-03,176.24
2021-06-04,177.18
2021-06-07,176.99
2021-06-08,176.33
2021-06-09,176.04
2021-06-10,176.57
2021-06-11,177.38
2021-06-14,178.18
2021-06-15,175.86
2021-06-16,174.66
2021-06-17,174.65
2021-06-18,172.42
2021-06-21,173.97
2021-06-22,173.5
2021-06-23,175.33
2021-06-24,177.93
2021-06-25,178.35
2021-06-28,176.57
2021-06-29,173.93
2021-06-30,175.77
2021-07-01,177.26
2021-07-02,177.11
2021-07-06,173.69
2021-07-07,172.82
2021-07-08,172.8
2021-07-09,177.04
2021-07-12,184.38
2021-07-13,183.65
2021-07-14,183.42
2021-07-15,184.15
2021-07-16,179.31
2021-07-19,172.95
2021-07-20,176.75
2021-07-21,176.89
2021-07-22,175.13
2021-07-23,176.14
2021-07-26,178.74
2021-07-27,179.5
2021-07-28,179.1
2021-07-29,178.35
2021-07-30,176.02
2021-08-02,175.55
2021-08-03,172.99
2021-08-04,172.58
2021-08-05,176.71
2021-08-06,177.13
2021-08-09,176.72
2021-08-10,177.07
2021-08-11,178.09
2021-08-12,179.29
2021-08-13,181.08
2021-08-16,179.09
2021-08-17,175.83
2021-08-18,174.74
2021-08-19,173.25
2021-08-20,175.12
2021-08-23,177.66
2021-08-24,178.47
2021-08-25,178.31
2021-08-26,176.56
2021-08-27,180.14
2021-08-30,179.98
2021-08-31,181.3
2021-09-01,183.48
2021-09-02,181.86
2021-09-03,181
2021-09-07,184.34
2021-09-08,185.15
2021-09-09,185.91
2021-09-10,184.12
2021-09-13,184.98
2021-09-14,182.4
2021-09-15,184.41
2021-09-16,183.34
2021-09-17,183.47
2021-09-20,178.61
2021-09-21,171.17
2021-09-22,173.65
2021-09-23,176.25
2021-09-24,176
2021-09-27,178.26
2021-09-28,174.52
2021-09-29,172.68
2021-09-30,169.17
2021-10-01,176.01
2021-10-04,173.46
2021-10-05,174.61
2021-10-06,175.48
2021-10-07,177.71
2021-10-08,176.74
2021-10-11,173.52
2021-10-12,173.13
2021-10-13,172.96
2021-10-14,174.41
2021-10-15,176.46
2021-10-18,171.14
2021-10-19,171.18
2021-10-20,170.55
2021-10-21,171.34
2021-10-22,169.42
2021-10-25,172.01
2021-10-26,172.04
2021-10-27,169.55
2021-10-28,169.68
2021-10-29,169.07
2021-11-01,170.19
2021-11-02,169.83
2021-11-03,170.08
2021-11-04,170.28
2021-11-05,175.63
2021-11-08,176.87
2021-11-09,175.11
2021-11-10,174.45
2021-11-11,162.11
2021-11-12,159.63
2021-11-15,158.43
2021-11-16,158.83
2021-11-17,157.33
2021-11-18,155.58
2021-11-19,154
2021-11-22,154.16
2021-11-23,151.03
2021-11-24,151.34
2021-11-26,148.11
2021-11-29,147.81
2021-11-30,144.9
2021-12-01,142.15
2021-12-02,147.2
2021-12-03,146.22
2021-12-06,150.37
2021-12-07,150.81
2021-12-08,153.34
2021-12-09,152.94
2021-12-10,152.71
2021-12-13,150.43
2021-12-14,149.1
2021-12-15,150.4
2021-12-16,148.75
2021-12-17,148.76
2021-12-20,146.47
2021-12-21,151.05
2021-12-22,151.88
2021-12-23,153.63
2021-12-27,152.8
2021-12-28,155.2
2021-12-29,154.87
2021-12-30,155.93
2021-12-31,154.89
2022-01-03,156.76
2022-01-04,155.73
2022-01-05,155.19
2022-01-06,156.9
2022-01-07,157.83
2022-01-10,156.6
2022-01-11,157.89
2022-01-12,157.8
2022-01-13,155.44
2022-01-14,151.94
2022-01-18,152.27
2022-01-19,150.11
2022-01-20,147.62
2022-01-21,137.38
2022-01-24,137.46
2022-01-25,136.51
2022-01-26,133.6
2022-01-27,135.42
2022-01-28,138.63
2022-01-31,142.97
2022-02-01,144.49
2022-02-02,142.62
2022-02-03,140.03
2022-02-04,142.02
2022-02-07,142.51
2022-02-08,142.48
2022-02-09,147.23
2022-02-10,152.16
2022-02-11,149.47
2022-02-14,150.85
2022-02-15,154.72
2022-02-16,156.35
2022-02-17,152.95
2022-02-18,151.36
2022-02-22,148.09
2022-02-23,145.87
2022-02-24,149.4
2022-02-25,149.53
2022-02-28,148.46
2022-03-01,145.7
2022-03-02,147.34
2022-03-03,145.57
2022-03-04,140.72
2022-03-07,133.5
2022-03-08,131.75
2022-03-09,133.65
2022-03-10,133.64
2022-03-11,131.75
2022-03-14,129.03
2022-03-15,134.2
2022-03-16,138.14
2022-03-17,139.47
2022-03-18,140.3
2022-03-21,138.62
2022-03-22,140.11
2022-03-23,137.64
2022-03-24,138.96
2022-03-25,139.14
2022-03-28,138.72
2022-03-29,142.38
2022-03-30,140.96
2022-03-31,137.16
2022-04-01,137
2022-04-04,138.58
2022-04-05,135.62
2022-04-06,132.57
2022-04-07,131.87
2022-04-08,131.87
2022-04-11,130.65
2022-04-12,130.84
2022-04-13,132.35
2022-04-14,130.47
2022-04-18,127.77
2022-04-19,131.9
2022-04-20,124.57
2022-04-21,121.66
2022-04-22,118.27
2022-04-25,119.95
2022-04-26,115.77
2022-04-27,115.21
2022-04-28,115.29
2022-04-29,111.63
2022-05-02,113.5
2022-05-03,113.55
2022-05-04,116.19
2022-05-05,112.61
2022-05-06,110.29
2022-05-09,106.98
2022-05-10,107.68
2022-05-11,105.21
2022-05-12,104.31
2022-05-13,107.33
2022-05-16,105.18
2022-05-17,108.64
2022-05-18,104.3
2022-05-19,103.14
2022-05-20,102.42
2022-05-23,105.83
2022-05-24,101.59
2022-05-25,103.26
2022-05-26,105.61
2022-05-27,109.32
2022-05-31,110.44
2022-06-01,109.19
2022-06-02,110.87
2022-06-03,108.67
2022-06-06,107.83
2022-06-07,107.79
2022-06-08,107.34
2022-06-09,103.3
2022-06-10,99.4
2022-06-13,95.71
2022-06-14,94.22
2022-06-15,95.88
2022-06-16,94.28
2022-06-17,94.34
2022-06-21,93.29
2022-06-22,93.5
2022-06-23,94.3
2022-06-24,97.78
2022-06-27,96.61
2022-06-28,95.92
2022-06-29,95.65
2022-06-30,94.4
2022-07-01,96.14
2022-07-05,97.18
2022-07-06,96.08
2022-07-07,97.43
2022-07-08,95.86
2022-07-11,93.64
2022-07-12,93.6
2022-07-13,92.94
2022-07-14,91.84
2022-07-15,95.2
2022-07-18,95.7
2022-07-19,99.61
2022-07-20,103.35
2022-07-21,104.18
2022-07-22,102.72
2022-07-25,102.69
2022-07-26,99.78
2022-07-27,103.5
2022-07-28,104.9
2022-07-29,106.1
2022-08-01,106.22
2022-08-02,104.71
2022-08-03,109.02
2022-08-04,108.12
2022-08-05,106.63
2022-08-08,109.11
2022-08-09,108.13
2022-08-10,112.43
2022-08-11,117.69
2022-08-12,121.57
2022-08-15,124.26
2022-08-16,124.96
2022-08-17,122.81
2022-08-18,122.67
2022-08-19,120.14
2022-08-22,115.94
2022-08-23,114.86
2022-08-24,116.41
2022-08-25,117.46
2022-08-26,114.07
2022-08-29,113.53
2022-08-30,112.43
2022-08-31,112.08
